All traffic signals,,,,,,,,,,,Location,Latitude,,,,,,,,,,
PX,GUNNS RD,Mid Block,Side 1,Side 2,Private Access,Additional Info,Geo ID,Node ID,X,Y,Latitude,Longitude,Activation Date,Signal System,Non system,Mode of Control,Pedestrian Walk speed,APS,Transit Preempt,Fire preempt,Rail preempt,No. of Signalized Approaches
1100,YONGE ST,,ELMHURST AVE,GREENFIELD AVE,,,439674,13448470,311919.84,4846815.45,43.76328,-79.41135,00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1101,YONGE ST,,KEMPFORD BLVD,,,,7131531,13446504,311638.77,4848335.44,43.77701,-79.41482,00:00.0,SCOOT,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1102,ALBION RD,,THISTLE DOWN BLVD,RIVERDALE DR,,,10985942,13453013,299838.957,4843713.401,43.7354,-79.56134,00:00.0,TransSuite,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1103,DANFORTH RD,42m NORTH OF,HART AVE,,,,30015906,0,324245.2907,4841938.162,43.71913856,-79.25847173,00:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,2
1104,THE WEST MALL,,EVA RD,PRIVATE ACCESS,,,3086213,13468530,299553.628,4833046.606,43.63935,-79.56481,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1105,EGLINTON AVE E,,DVP S EGLINTON RAMP,EGLINTON DVP S RAMP,,WEST INTERSECTION,444496,13454454,318318.16,4842306.72,43.72265,-79.33202,00:00.0,SCOOT,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1106,EGLINTON AVE E,,DVP N EGLINTON RAMP,EGLINTON E DVP N RAMP,,EAST INTERSECTION,444340,13454313,318602.31,4842416,43.72361,-79.32852,00:00.0,SCOOT,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1107,DON MILLS RD,,CLIFFWOOD RD,,,,436255,13442848,316301.74,4851683.97,43.80705,-79.35684,00:00.0,SCOOT,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1108,SHEPPARD AVE E,,MORNINGSIDE AVE,,,,104861,13443095,328942,4851156,43.80203,-79.19979,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1109,BRIMLEY RD,,SHEPPARD AVE E,,,,4840625,13444901,323431.3581,4849539.099,43.7876,-79.2683,00:00.0,TransSuite,,FXT,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,4
1110,MIDLAND AVE,,HUNTINGWOOD DR,,,,105382,13443751,322211.478,4850589.093,43.797041,-79.283447,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1111,KENNEDY RD,,HUNTINGWOOD DR,,,,5070474,13444019,321405.975,4850375,43.79517,-79.29343,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1112,MORNINGSIDE AVE,,MILITARY TRL,,,,14624107,13444536,329382.9358,4849747.004,43.78929,-79.19434,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1113,VICTORIA PARK AVE,,MORECAMBE GT,PAWNEE AVE,,,105594,13443726,318171.88,4850690,43.79806,-79.33362,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1114,BLOOR ST W,,MARKLAND DR,,,WEST INTERSECTION,7929925,13469403,298342.386,4831931.265,43.62931,-79.5798,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1115,STEELES AVE W,,HILDA AVE,,,,436665,13444138,310476.31,4850452,43.79606,-79.42926,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1116,KINGSTON RD,,RIDGEMOOR AVE,SHARPE ST,,,6597873,13456826,324828.157,4840517.953,43.70635,-79.25127,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1117,DUNDAS ST E,,MUNRO ST,,,,6388011,13464720,316633.19,4835581,43.66209,-79.35307,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,3
1118,BAYVIEW AVE,,MCKEE AVE,,,,4807577,13446302,313589.39,4848459.47,43.77805,-79.39059,00:00.0,SCOOT,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1119,VICTORIA PARK AVE,,PATRICK BLVD,,,,10179959,13446226,318938.0598,4848435.357,43.77775,-79.32415,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1120,LESLIE ST,,MAROWYNE DR,,,,438307,13446677,315684.64,4848107.16,43.77486,-79.36461,00:00.0,TransSuite,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1121,EGLINTON AVE W,,VESTA DR,,,,8141079,13457927,311160.4,4840008.82,43.70202,-79.42089,00:00.0,MTSS,,SAP,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1122,KENNEDY RD,,CORVETTE AVE,,,,111632,13453966,323718.6732,4842617.002,43.72527,-79.26497,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1123,LAWRENCE AVE W,,DUFFLAW RD,,,,8292762,13456252,307937.1042,4841201.2,43.71277,-79.46088,00:00.0,TransSuite,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1124,BERMONDSEY RD,,BARTLEY DR,,,,444967,13454817,319729.624,4841986.999,43.71969,-79.3145,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1125,EGLINTON AVE E,35m EAST OF,DONLEA DR,,LEASIDE HIGH SCHOOL,,11915528,0,315007.257,4841111.84,43.71192,-79.37307,00:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,2
1126,WESTON RD,,ERNEST DOCKRAY AVE,,,,9856958,13460140,304889.4367,4838714.828,43.6904,-79.49869,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1127,JANE ST,,CLAIR RD,SPENVALLEY DR,,,442708,13451997,303682.03,4844365.18,43.74126,-79.51367,00:00.0,MTSS,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
1128,SHEPPARD AVE W,,RIVALDA RD,PRIVATE ACCESS,,,9035789,13453059,302048.987,4843636.021,43.73474,-79.53394,00:00.0,TransSuite,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1129,BATHURST ST,,LAURELCREST AVE,RAEBURN AVE,,,9246492,13451358,309958.5,4844702.04,43.74427,-79.43569,00:00.0,MTSS,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,1,,,4
1130,WILSON AVE,,WENDELL AVE,,,,445383,13455730,302602.213,4841650.056,43.71681,-79.52709,00:00.0,TransSuite,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1131,VICTORIA PARK AVE,,DAWES RD,,,,3829272,13456890,321307.216,4840526.429,43.70653,-79.29497,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
1132,MARTIN GROVE RD,,JOHN GARLAND BLVD,,,,10144964,13453576,297580.466,4843345.101,43.73202,-79.58942,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1133,MARTIN GROVE RD,,409 E MARTIN GROVE RAMP,,,HWY 409 SOUTH INTERSECTION,6044946,13458920,298838.444,4839558.268,43.69789325,-79.57395875,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1134,MARTIN GROVE RD,,409 W MARTIN GROVE RAMP,,,HWY 409 NORTH INTERSECTION,908371,13458507,298759.842,4839794.005,43.70007203,-79.57476854,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1135,ROYAL YORK RD,,RENAULT CRES,SUMMITCREST DR,,,909151,13461037,302513.2294,4838214.047,43.68588,-79.52815,00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1136,WILLOWDALE AVE,,EMPRESS AVE,,,,438649,13447240,312606.4264,4847729.737,43.77149,-79.40281,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1137,DUFFERIN ST,60m NORTH OF,JANE OSLER BLVD,PRIVATE ACCESS,YORKDALE MALL ACCESS/PLAZA PONTIAC,,444365,0,308231.22,4842591,43.72528,-79.45726,00:00.0,MTSS,,SAP,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,1,,,4
1138,FINCH AVE E,,BIRCHMOUNT RD,,,,105258,13443562,320396.75,4850800,43.79901,-79.30596,00:00.0,MTSS,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1139,ROYAL YORK RD,,TREHORNE DR,,,,9345161,13460207,302351.4296,4838717.413,43.69044,-79.53014,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
1140,WILSON HEIGHTS BLVD,,REINER RD,,,,2006451,13450660,308416.5575,4845195.036,43.74872,-79.45488,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1141,SHEPPARD AVE E,,LAPSLEY RD,WASHBURN WAY,,,11533909,13443760,326709.56,4850501,43.79615,-79.22754,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1142,STEELES AVE E,,VICTORIA PARK AVE,,,,436101,13442179,317549.75,4852644,43.81572,-79.34135,00:00.0,SCOOT,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,4
1143,COLLEGE ST,,EUCLID AVE,,,,7576500,13465882,311930.13,4834867.39,43.65577,-79.4114,00:00.0,Awaiting TransSuite Control,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
1144,FINCH AVE E,,CHEROKEE BLVD,,,,436723,13444260,317903.25,4850187,43.79355,-79.33697,00:00.0,MTSS,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
1145,HARBORD ST,,HURON ST,,,,14066246,13464619,312842.08,4835733.11,43.66353,-79.40005,00:00.0,Awaiting TransSuite Control,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1146,SPADINA AVE,,ST ANDREW ST,,,,1144803,13466069,312959.73,4834722.87,43.65441,-79.39864,00:00.0,Awaiting TransSuite Control,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,3
1147,BAYVIEW AVE,,BAYVIEW MEWS LANE,,,,438867,13447529,313747.89,4847497.35,43.7694,-79.38867,00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
1148,ISLINGTON AVE,,FORDWICH CRES,,,,12580404,13454278,299889.5,4842788,43.7271,-79.56074,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1149,WESTON RD,,FENMAR DR,,,,440516,13449519,301260.401,4846168.781,43.757489,-79.5437068,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1150,KINGSTON RD,,OLD KINGSTON RD,PRIVATE ACCESS,,,5444633,13446432,330293.835,4848058.36,43.77406,-79.18314,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1151,YONGE ST,,BISHOP AVE,HENDON AVE,,,5281661,13445900,311545.52,4848856.52,43.78165,-79.416,00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
1152,KING ST W,,BLUE JAYS WAY,PETER ST,,,10222742,13467412,313470.44,4833795.98,43.64607,-79.3923,00:00.0,MTSS,,SAP on Recall,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,1,,,4
1153,COLLEGE ST,,BROCK AVE,,,,1145237,13466559,309917.98,4834432.16,43.65185,-79.4364,00:00.0,Awaiting TransSuite Control,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
1154,COLLEGE ST,,BORDEN ST,PRIVATE ACCESS,,,2812325,13465664,312428.35,4835008.4,43.65703,-79.40517,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
1155,STEELES AVE W,,NORFINCH DR,400 N FINCH W RAMP,,HWY 400 N/B OFF RAMP,7941494,13447223,302226.3,4847928.85,43.77336,-79.5318,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1156,ALBION RD,,SILVERSTONE DR,,,,906834,13451893,296722.28,4844560.37,43.74301,-79.60006,00:00.0,TransSuite,,SAP,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1157,LAWRENCE AVE W,,ALLEN X S LAWRENCE E RAMP,LAWRENCE W ALLEN X S RAMP,,WEST INTERSECTION,445343,13455699,309217.66,4841555.72,43.71588422,-79.44517821,00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1158,LAWRENCE AVE W,,ALLEN X N LAWRENCE RAMP,LAWRENCE E ALLEN X N RAMP,TTC BUS TERMINAL,EAST INTERSECTION,445298,13455626,309359.64,4841597.76,43.71626181,-79.44341594,00:00.0,SCOOT,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1159,HIGHWAY 27,,CARRIER DR,,,,907198,13452501,296290.519,4844135.779,43.73914,-79.60533,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1160,HIGHWAY 27,,BELFIELD RD,,,,908471,13458687,297771.756,4839706.321,43.69928,-79.58708,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1161,HIGHWAY 27,,REXDALE BLVD,,,,907907,13455799,297079.113,4841706.64,43.71726,-79.59569,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1162,HIGHWAY 27,,HUMBER COLLEGE BLVD,,,,907387,13453882,296611.9159,4843173.567,43.73042,-79.60149,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,0,,,4
1163,HIGHWAY 27,,FINCH AVE W,,,,907387,13453246,296479.97,4843584.78,43.73415,-79.60315,00:00.0,MTSS,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,1,,,4
1164,HIGHWAY 27,,ALBION RD,,,,906809,13451705,296121.2469,4844708.846,43.7443,-79.6076,00:00.0,TransSuite,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1165,BIRCHMOUNT RD,,TIMBERBANK BLVD,GLENDOWER CRCT,,,105795,13443775,320463.5,4850591,43.79712,-79.30514,00:00.0,MTSS,,SAP,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1166,LAWRENCE AVE E,,COLLINSGROVE RD,LING RD,,,108089,13447093,330318.557,4847517.016,43.7691538,-79.182842,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1167,BIRCHMOUNT RD,,L AMOREAUX DR,SILVER SPRINGS BLVD,,,105259,13443374,320308.9933,4850983.014,43.80067,-79.30705,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1168,BATHURST ST,,CODSELL AVE,,,,440303,13449155,309675.47,4846301.5,43.75867,-79.43924,00:00.0,MTSS,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,1,,,3
1169,SHEPPARD AVE W,,BEECROFT RD,,,,439820,13448755,311776.56,4846567,43.76109,-79.41317,00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1170,BRIMLEY RD,,HUNTINGWOOD DR,,,,105242,13443575,323021.421,4850740.996,43.7984054,-79.2733852,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1171,BRIMLEY RD,,TRITON RD,,,,107766,13446676,323909.609,4847958.582,43.77344,-79.26241,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1172,JANE ST,,EDDYSTONE AVE,,,,10093028,13450723,303521.15,4845243.73,43.74915,-79.51562,00:00.0,MTSS,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,3
1173,KEELE ST,,TORO RD,,,,9311859,13449077,305582.96,4846430.21,43.75984,-79.49007,00:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1174,KIPLING AVE,,TABER RD,PRIVATE ACCESS,,,907832,13455408,299111.851,4841941.991,43.71942,-79.57037,00:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1175,MCCOWAN RD,,CHANNEL NINE CRT,MILNER AVE,,,106625,13445175,324384.76,4849297.752,43.78542,-79.25652,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1176,FINCH AVE E,,MCCOWAN RD,,,,104260,13442643,323570.47,4851811.16,43.80806,-79.26645,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1177,FINCH AVE E,,SANDHURST CRCL,,,WEST INTERSECTION,7531000,13442730,323258.05,4851717.01,43.80723,-79.27039,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
1178,FINCH AVE E,,BRIMLEY RD,,,,104586,13442866,322694.63,4851551,43.80572,-79.27736,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1179,FINCH AVE E,,ALEXMUIR BLVD,CHARTLAND BLVD S,,,104675,13442967,322312.69,4851432,43.80471,-79.28214,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
1180,FINCH AVE E,,MIDLAND AVE,,,,5070578,13443046,321979.679,4851332.009,43.8038,-79.28629,00:00.0,TransSuite,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1181,FINCH AVE E,,GORDON BAKER RD,FINCH E 404 N RAMP,,,436974,13444088,317558.5899,4850366.425,43.79509279,-79.34146071,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1182,FINCH AVE E,,404 S FINCH RAMP,,,HWY 404 WEST INTERSECTION,436668,13444148,317204.235,4850320.301,43.79468585,-79.34586509,00:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1183,FINCH AVE E,,AU LARGE BLVD,SENECA HILL DR,,,436732,13444278,316820.189,4850196.329,43.79365,-79.35042,00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,1,,4
1184,MORNINGSIDE AVE,,CORONATION DR,,,,108846,13448171,330259.301,4846710.035,43.7619063,-79.1836153,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1185,STEELES AVE E,,TOWNSEND RD,STEELES AV E 404 S RAMP,,,436108,13442457,316244.21,4852226.96,43.81193,-79.35762,00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1186,FINCH AVE E,,BRIDLETOWNE CRCL,,,WEST INTERSECTION,4435018,13443970,319324.75,4850448,43.796,-79.31933,00:00.0,MTSS,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
1187,PHARMACY AVE,,BRIAN AVE,,,,110294,13450728,320421.887,4844935.045,43.7462057,-79.3058115,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1188,KINGSTON RD,,MANSE RD,,,,107520,13446300,330707.74,4848150.02,43.77492,-79.17796,00:00.0,MTSS,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1189,KINGSTON RD,,BEECHGROVE DR,PRIVATE ACCESS,,,107413,13446091,331062.2937,4848333.294,43.7765,-79.17361,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1190,STEELES AVE E,,PHARMACY AVE,ESNA PARK DR,,,103689,13442123,317939.88,4852779,43.81687,-79.33654,00:00.0,SCOOT,,FXT,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,1,,,4
1191,STEELES AVE E,,WARDEN AVE,,,,14228227,13442003,318906.88,4853089,43.81968,-79.32442,00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1192,STEELES AVE E,,KENNEDY RD,,,,103197,13441814,320303.13,4853543,43.82371,-79.30705,00:00.0,SCOOT,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1193,KINGSTON RD,,CELESTE DR,PRIVATE ACCESS,GUILDWOOD GO STATION,,109346,13448888,328998.01,4846164.036,43.75708,-79.19929,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1194,BATHURST ST,,BAINBRIDGE AVE,RAOUL WALLENBERG,,,9246617,13450331,309830.79,4845424.98,43.75077,-79.43733,00:00.0,MTSS,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,1,,,4
1195,ELLESMERE RD,,MILITARY TRL,,,,106501,13444869,329870.63,4849449,43.78656,-79.18842,00:00.0,MTSS,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1196,DUFFERIN ST,,DOLOMITE DR,PRIVATE ACCESS,ENVIRONMENT CANADA,,10280133,13446092,307213.6459,4848765.353,43.78087,-79.46983,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1197,DUFFERIN ST,,MARTIN ROSS AVE,PRIVATE ACCESS,G. ROSS LORD PARK,,10280130,13446837,307322.6601,4848137.703,43.7752,-79.46845,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1198,ISLINGTON AVE,,MILADY RD,,,,8492744,13450370,299279.2587,4845595.01,43.75228,-79.56831,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1199,ISLINGTON AVE,,MILLWICK DR,MUIR AVE,,,8492438,13449213,299001.2475,4846455.053,43.76005,-79.57176,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1200,SHEPPARD AVE E,,DORIS AVE,,,,11835329,13448605,312170.7,4846686.76,43.76217,-79.40825,00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1201,KINGSTON RD,,PORT UNION RD,SHEPPARD AVE E,,,4417422,13443303,333252.13,4850834.1,43.79897,-79.14627,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1202,KINGSTON RD,,401 C E 2A W RAMP,,,,13503383,13503044,332746.4153,4850383.448,43.79483075,-79.15273754,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1203,MARKHAM RD,,MILNER AVE,,,,106256,13444590,325946.13,4849766,43.78958,-79.23705,00:00.0,MTSS,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1204,ISLINGTON AVE,,DUNCANWOODS DR,ROWNTREE MILL RD,,,8492619,13449995,299238.5051,4845863.903,43.75474,-79.56882,00:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1205,FINCH AVE E,,KENNETH AVE,,,,437812,13446040,311842.32,4848727.754,43.78048,-79.41231,00:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
1206,FINCH AVE W,,TALBOT RD,,,,14234749,13446359,310983.75,4848465.5,43.77816,-79.42298,00:00.0,MTSS,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
1207,CARLINGVIEW DR,,DISCO RD,,,,8327658,13458633,296605.24,4839760.42,43.69978,-79.60146,00:00.0,TransSuite,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1208,STEELES AVE W,,ISLINGTON AVE,,,,439767,13448601,298755.9338,4846934.56,43.76436,-79.5748,00:00.0,MTSS,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1209,STEELES AVE W,,FENMAR DR,PINE VALLEY DR,,,439551,13448285,299568.39,4847178.504,43.76659,-79.56482,00:00.0,MTSS,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1210,KIPLING AVE,,GREENSBORO DR,RONSON DR,,,908274,13458112,299756.906,4840073.502,43.70261,-79.56234,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1211,KIPLING AVE,,BETHRIDGE RD,PRIVATE ACCESS,HOME DEPOT,,908116,13457060,299504.41,4840802.5,43.70916,-79.5655,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1212,MARTIN GROVE RD,,RACINE RD,,,,907918,13455866,298144.585,4841640.773,43.7167,-79.5824,00:00.0,TransSuite,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1213,JANE ST,,DRIFTWOOD AVE,MILO PARK GT,,,439448,13448292,303199.12,4847105.87,43.76592,-79.51968,00:00.0,MTSS,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
1214,STEELES AVE W,,FOUNDERS RD,,,,438163,13446357,304435.05,4848586.303,43.77927,-79.50432,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1215,KEELE ST,,ST REGIS CRES,PRIVATE ACCESS,TOWNHOUSE COMPLEX,,9278908,13449857,305689.29,4845839.65,43.75449,-79.48875,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1216,SHEPPARD AVE W,,TUSCAN GT,PRIVATE ACCESS,,,7576660,13450103,306174.68,4845654.53,43.75286,-79.48274,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1217,WARDEN AVE,,BRIDLETOWNE CRCL,,,SOUTH INTERSECTION,7514990,13444409,319762.621,4850041.009,43.7922,-79.31386,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1218,FINCH AVE E,,BRIDLETOWNE CRCL,,,EAST INTERSECTION,4435020,13443752,319887.56,4850631,43.79755,-79.31232,00:00.0,MTSS,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1219,PORT UNION RD,,ISLAND RD,PORT UNION N 401 C E RAMP,,,9109590,13443640,333472.91,4850501.89,43.79586901,-79.14370396,00:00.0,MTSS,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1220,SHEPPARD AVE E,,MEADOWVALE RD,,,,13975216,13442521,331269.5,4851876,43.80841,-79.17082,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
